Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Year Offset,Owned_Per_Year,ID,BGG Rank,Mechanics,Domains
Robinson Crusoe: Adventures on the Cursed Island,1.0,4.0,120.0,14.0,34179.0,7.84,3.78,52934.0,Thematic Games,True,7.57,Adventure,Action Queue,46.95,0.65,True,2012.0,12.0,4411.17,121921.0,55,"Action Queue, Cooperative Game, Dice Rolling, Hexagon Grid, Narrative Choice / Paragraph, Solo / Solitaire Game, Tile Placement, Variable Player Powers, Worker Placement",Thematic Games
The Voyages of Marco Polo,2.0,4.0,100.0,12.0,20240.0,7.87,3.19,22601.0,Strategy Games,True,7.57,Dice,Contracts,56.95,0.9,True,2015.0,9.0,2511.22,171623.0,56,"Contracts, Dice Rolling, Income, Point to Point Movement, Resource to Move, Set Collection, Turn Order: Claim Action, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",Strategy Games
The Gallerist,1.0,4.0,150.0,13.0,9705.0,8.04,4.28,13057.0,Strategy Games,True,7.67,Economic,Area Majority / Influence,49.95,0.74,True,2015.0,9.0,1450.78,125153.0,57,"Commodity Speculation, Investment, Set Collection, Solo / Solitaire Game, Worker Placement",Strategy Games
Barrage,1.0,4.0,120.0,14.0,6500.0,8.22,4.02,8963.0,Strategy Games,True,7.85,Economic,Action Retrieval,149.49,0.73,True,2019.0,5.0,1792.6,251247.0,58,"Action Drafting, Contracts, End Game Bonuses, Income, Network and Route Building, Solo / Solitaire Game, Turn Order: Stat-Based, Variable Player Powers, Variable Set-up, Worker Placement",Strategy Games
Race for the Galaxy,2.0,4.0,60.0,12.0,46393.0,7.76,2.98,56264.0,Strategy Games,True,7.63,Card Game,Follow,19.95,0.82,True,2007.0,17.0,3309.65,28143.0,59,"Follow, Hand Management, Set Collection, Simultaneous Action Selection, Turn Order: Role Order, Variable Phase Order, Variable Player Powers",Strategy Games
Fields of Arle,1.0,2.0,120.0,13.0,8111.0,8.09,3.88,12561.0,Strategy Games,True,7.6,Economic,Automatic Resource Growth,67.5,0.65,True,2014.0,10.0,1256.1,159675.0,60,"Automatic Resource Growth, Highest-Lowest Scoring, Income, Solo / Solitaire Game, Worker Placement",Strategy Games
7 Wonders,2.0,7.0,30.0,10.0,84371.0,7.75,2.33,112410.0,Family Games,True,7.57,Ancient,Closed Drafting,29.95,0.75,True,2010.0,14.0,8029.29,68448.0,61,"Card Drafting, Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers","Family Games, Strategy Games"
Teotihuacan: City of Gods,1.0,4.0,120.0,14.0,12970.0,7.95,3.77,18082.0,Strategy Games,True,7.59,Ancient,Area Movement,59.99,0.72,True,2018.0,6.0,3013.67,229853.0,62,"Area Movement, Rondel, Set Collection, Solo / Solitaire Game, Tile Placement, Track Movement, Variable Set-up, Worker Placement, Worker Placement with Dice Workers",Strategy Games
Clank!: A Deck-Building Adventure,2.0,4.0,60.0,12.0,27893.0,7.81,2.21,36265.0,Family Games,True,7.61,Adventure,Action Points,52.0,0.77,True,2016.0,8.0,4533.12,201808.0,63,"Card Drafting, Deck Bag and Pool Building, Drafting, End Game Bonuses, Pick-up and Deliver, Player Elimination, Point to Point Movement, Push Your Luck, Variable Set-up","Family Games, Strategy Games"
The Quacks of Quedlinburg,2.0,4.0,45.0,10.0,22327.0,7.82,1.94,34053.0,Family Games,True,7.68,Medieval,Catch the Leader,33.49,0.66,True,2018.0,6.0,5675.5,244521.0,64,"Catch the Leader, Deck Bag and Pool Building, Dice Rolling, Push Your Luck, Variable Set-up",Family Games
Crokinole,2.0,4.0,30.0,8.0,12197.0,7.91,1.25,10561.0,Family Games,True,7.77,Action / Dexterity,Flicking,125.0,1.15,True,1876.0,148.0,71.36,521.0,65,"Flicking, Team-Based Game",Family Games
Five Tribes,2.0,4.0,80.0,13.0,32265.0,7.78,2.86,41676.0,Strategy Games,True,7.62,Arabian,Auction/Bidding,39.95,0.77,True,2014.0,10.0,4167.6,157354.0,66,"Auction/Bidding, Constrained Bidding, End Game Bonuses, Hidden Victory Points, Mancala, Modular Board, Set Collection, Square Grid, Turn Order: Auction, Variable Player Powers, Variable Set-up, Victory Points as a Resource",Strategy Games
Dominant Species,2.0,6.0,240.0,14.0,18018.0,7.85,4.04,19494.0,Strategy Games,True,7.58,Animals,Action Drafting,46.95,0.92,True,2010.0,14.0,1392.43,62219.0,67,"Area Majority / Influence, Card Drafting, Grid Movement, Hexagon Grid, Map Addition, Modular Board, Take That, Tile Placement, Variable Player Powers, Worker Placement",Strategy Games
On Mars,1.0,4.0,150.0,14.0,5781.0,8.3,4.63,10719.0,Strategy Games,True,7.75,City Building,Contracts,106.0,0.54,True,2020.0,4.0,2679.75,184267.0,68,"Area Majority / Influence, Contracts, Delayed Purchase, Drafting, End Game Bonuses, Hand Management, Hexagon Grid, Income, Movement Points, Moving Multiple Units, Point to Point Movement, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Variable Phase Order, Worker Placement",Strategy Games
Lisboa,1.0,4.0,120.0,12.0,6693.0,8.18,4.57,10212.0,Strategy Games,True,7.72,City Building,Area Majority / Influence,160.0,0.66,True,2017.0,7.0,1458.86,161533.0,69,"Area Majority / Influence, Card Drafting, Hand Management, Solo / Solitaire Game, Tile Placement",Strategy Games
Aeon's End,1.0,4.0,60.0,14.0,10899.0,8.02,2.76,16345.0,Strategy Games,True,7.61,Card Game,Chit-Pull System,59.95,0.67,True,2016.0,8.0,2043.12,191189.0,70,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Delayed Purchase, Hand Management, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers, Variable Set-up",Strategy Games
Lords of Waterdeep,2.0,5.0,120.0,12.0,45929.0,7.75,2.46,56283.0,Strategy Games,True,7.59,City Building,Contracts,34.95,0.82,True,2012.0,12.0,4690.25,110327.0,71,"Card Drafting, Contracts, Hidden Roles, Increase Value of Unchosen Resources, Ownership, Set Collection, Take That, Turn Order: Claim Action, Worker Placement",Strategy Games
Paladins of the West Kingdom,1.0,4.0,120.0,12.0,8248.0,8.07,3.67,15192.0,Strategy Games,True,7.68,Medieval,End Game Bonuses,55.0,0.54,True,2019.0,5.0,3038.4,266810.0,72,"Card Drafting, Market, Solo / Solitaire Game, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Keyflower,2.0,6.0,120.0,12.0,19003.0,7.8,3.35,22067.0,Strategy Games,True,7.52,City Building,Auction: Fixed Placement,70.0,0.86,True,2012.0,12.0,1838.92,122515.0,73,"Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, End Game Bonuses, Hexagon Grid, Memory, Modular Board, Multiple-Lot Auction, Network and Route Building, Ownership, Set Collection, Tile Placement, Turn Order: Auction, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Agricola (Revised Edition),1.0,4.0,120.0,12.0,9491.0,8.04,3.5,13144.0,Strategy Games,True,7.64,Animals,Enclosure,37.49,0.72,True,2016.0,8.0,1643.0,200680.0,74,"Card Drafting, Enclosure, Hand Management, Worker Placement, Advantage Token, Automatic Resource Growth, Increase Value of Unchosen Resources, Solo / Solitaire Game, Team-Based Game, Turn Order: Claim Action, Variable Player Powers",Strategy Games
Pax Pamir: Second Edition,1.0,5.0,120.0,13.0,4373.0,8.43,3.75,8538.0,Strategy Games,True,7.79,Economic,Action Points,90.0,0.51,True,2019.0,5.0,1707.6,256960.0,75,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Increase Value of Unchosen Resources, Score-and-Reset Game, Simulation, Solo / Solitaire Game",Strategy Games
Tainted Grail: The Fall of Avalon,1.0,4.0,120.0,14.0,6134.0,8.41,3.28,12918.0,Thematic Games,True,7.55,Adventure,Area Movement,375.0,0.47,True,2019.0,5.0,2583.6,264220.0,76,"Area Movement, Campaign / Battle Card Driven, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Map Addition, Modular Board, Narrative Choice / Paragraph, Push Your Luck, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games
Caylus,2.0,5.0,150.0,12.0,26796.0,7.77,3.8,26714.0,Strategy Games,True,7.51,City Building,Action Queue,35.0,1.0,True,2005.0,19.0,1406.0,18602.0,77,"Ownership, Turn Order: Claim Action, Turn Order: Pass Order, Variable Set-up, Worker Placement",Strategy Games
Architects of the West Kingdom,1.0,5.0,80.0,12.0,16886.0,7.83,2.77,24145.0,Strategy Games,True,7.54,City Building,Contracts,54.9,0.7,True,2018.0,6.0,4024.17,236457.0,78,"Drafting, Solo / Solitaire Game, Variable Player Powers, Worker Placement",Strategy Games
El Grande,2.0,5.0,120.0,12.0,23545.0,7.75,3.05,22629.0,Strategy Games,True,7.58,Medieval,Action Drafting,24.0,1.04,True,1995.0,29.0,780.31,93.0,79,"Action Drafting, Area Majority / Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection, Turn Order: Progressive, Turn Order: Stat-Based",Strategy Games
Twilight Imperium: Third Edition,3.0,6.0,240.0,14.0,18302.0,7.84,4.25,20048.0,Strategy Games,True,7.49,Civilization,Action Points,63.95,0.91,True,2005.0,19.0,1055.16,12493.0,80,"Action Points, Area-Impulse, Dice Rolling, Follow, Hexagon Grid, Increase Value of Unchosen Resources, Modular Board, Player Elimination, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting","Strategy Games, Thematic Games"
Battlestar Galactica: The Board Game,3.0,6.0,180.0,14.0,32889.0,7.74,3.24,35758.0,Thematic Games,True,7.54,Bluffing,Area Movement,60.0,0.92,True,2008.0,16.0,2234.88,37111.0,81,"Area Movement, Dice Rolling, Hand Management, Hidden Roles, Once-Per-Game Abilities, Role Playing, Semi-Cooperative Game, Team-Based Game, Traitor Game, Variable Player Powers, Variable Set-up, Voting",Thematic Games
Eldritch Horror,1.0,8.0,240.0,14.0,29347.0,7.81,3.32,43238.0,Thematic Games,True,7.51,Adventure,Action Points,38.95,0.68,True,2013.0,11.0,3930.73,146021.0,82,"Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",Thematic Games
Troyes,2.0,4.0,90.0,12.0,18930.0,7.76,3.46,21299.0,Strategy Games,True,7.51,Dice,Area Majority / Influence,39.9,0.89,True,2010.0,14.0,1521.36,73439.0,83,"Area Majority / Influence, Dice Rolling, End Game Bonuses, Hidden Victory Points, Lose a Turn, Ownership, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement, Worker Placement with Dice Workers, Worker Placement, Different Worker Types",Strategy Games
Rising Sun,3.0,5.0,120.0,14.0,15767.0,7.88,3.28,20763.0,Strategy Games,True,7.47,Bluffing,Action Drafting,160.0,0.76,True,2018.0,6.0,3460.5,205896.0,84,"Action Drafting, Alliances, Area Majority / Influence, Area Movement, Auction: Sealed Bid, Betting and Bluffing, Drafting, End Game Bonuses, Follow, Force Commitment, Negotiation, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers, Variable Set-up",Strategy Games
Dominion: Intrigue,2.0,4.0,30.0,13.0,30118.0,7.72,2.42,43570.0,Strategy Games,True,7.52,Card Game,"Deck, Bag, and Pool Building",28.95,0.69,True,2009.0,15.0,2904.67,40834.0,85,"Deck Bag and Pool Building, Hand Management",Strategy Games
Mombasa,2.0,4.0,150.0,12.0,10954.0,7.88,3.9,13057.0,Strategy Games,True,7.51,Economic,Action Queue,30.0,0.84,True,2015.0,9.0,1450.78,172386.0,86,"Action Queue, Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Hand Management, Investment, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",Strategy Games
Grand Austria Hotel,2.0,4.0,120.0,12.0,12604.0,7.85,3.22,15014.0,Strategy Games,True,7.69,Economic,Action Drafting,38.0,0.84,True,2015.0,9.0,1668.22,182874.0,87,"Action Drafting, Contracts, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game Abilities, Set Collection, Variable Player Powers, Variable Set-up",Strategy Games
The Lord of the Rings: Journeys in Middle-Earth,1.0,5.0,120.0,14.0,8822.0,8.08,2.57,15716.0,Thematic Games,True,7.51,Adventure,Campaign / Battle Card Driven,86.95,0.56,True,2019.0,5.0,3143.2,269385.0,88,"Cooperative Game, Deck Bag and Pool Building, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers",Thematic Games
Patchwork,2.0,2.0,30.0,8.0,46536.0,7.66,1.64,68860.0,Abstract Games,True,7.49,Abstract Strategy,Grid Coverage,17.5,0.68,True,2014.0,10.0,6886.0,163412.0,89,"Card Drafting, Grid Coverage, Income, Square Grid, Tile Placement, Time Track, Victory Points as a Resource","Abstract Games, Family Games"
Raiders of the North Sea,2.0,4.0,80.0,12.0,15990.0,7.79,2.53,21145.0,Strategy Games,True,7.52,Medieval,Contracts,34.5,0.76,True,2015.0,9.0,2349.44,170042.0,90,"Dice Rolling, Hand Management, Set Collection, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Russian Railroads,2.0,4.0,120.0,12.0,14845.0,7.77,3.41,14737.0,Strategy Games,True,7.49,Industry / Manufacturing,End Game Bonuses,37.5,1.01,True,2013.0,11.0,1339.73,144733.0,91,"End Game Bonuses, Worker Placement",Strategy Games
Tigris & Euphrates,2.0,4.0,90.0,12.0,25321.0,7.7,3.51,28348.0,Strategy Games,True,7.52,Abstract Strategy,Area Majority / Influence,44.0,0.89,True,1997.0,27.0,1049.93,42.0,92,"Area Majority / Influence, Area Movement, Connections, Hand Management, Highest-Lowest Scoring, Income, Pieces as Map, Set Collection, Square Grid, Tile Placement",Strategy Games
Codenames,2.0,8.0,15.0,14.0,67688.0,7.62,1.29,107682.0,Party Games,True,7.45,Card Game,Communication Limits,32.0,0.63,True,2015.0,9.0,11964.67,178900.0,93,"Communication Limits, Memory, Push Your Luck, Team-Based Game",Party Games
Roll for the Galaxy,2.0,5.0,45.0,13.0,26421.0,7.67,2.77,32192.0,Strategy Games,True,7.43,Civilization,Action Retrieval,29.95,0.82,True,2014.0,10.0,3219.2,132531.0,94,"Action Retrieval, Contracts, Dice Rolling, Follow, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",Strategy Games
Trajan,2.0,4.0,120.0,12.0,14728.0,7.76,3.65,17181.0,Strategy Games,True,7.48,Ancient,Area Movement,42.9,0.86,True,2011.0,13.0,1321.62,102680.0,95,"Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection",Strategy Games
Trajan,2.0,4.0,120.0,12.0,14728.0,7.76,3.65,17181.0,Strategy Games,True,7.48,Ancient,Area Movement,42.9,0.86,True,2011.0,13.0,1321.62,741.0,7440,"Dice Rolling, Hexagon Grid",Wargames
Trajan,2.0,4.0,120.0,12.0,14728.0,7.76,3.65,17181.0,Strategy Games,True,7.48,Ancient,Area Movement,42.9,0.86,True,1991.0,33.0,520.64,102680.0,95,"Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection",Strategy Games
Trajan,2.0,4.0,120.0,12.0,14728.0,7.76,3.65,17181.0,Strategy Games,True,7.48,Ancient,Area Movement,42.9,0.86,True,1991.0,33.0,520.64,741.0,7440,"Dice Rolling, Hexagon Grid",Wargames
Trajan,2.0,2.0,180.0,12.0,114.0,6.86,3.29,603.0,Wargames,True,5.57,Ancient,Dice Rolling,10.0,0.19,True,2011.0,13.0,46.38,102680.0,95,"Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection",Strategy Games
Trajan,2.0,2.0,180.0,12.0,114.0,6.86,3.29,603.0,Wargames,True,5.57,Ancient,Dice Rolling,10.0,0.19,True,2011.0,13.0,46.38,741.0,7440,"Dice Rolling, Hexagon Grid",Wargames
Trajan,2.0,2.0,180.0,12.0,114.0,6.86,3.29,603.0,Wargames,True,5.57,Ancient,Dice Rolling,10.0,0.19,True,1991.0,33.0,18.27,102680.0,95,"Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection",Strategy Games
Trajan,2.0,2.0,180.0,12.0,114.0,6.86,3.29,603.0,Wargames,True,5.57,Ancient,Dice Rolling,10.0,0.19,True,1991.0,33.0,18.27,741.0,7440,"Dice Rolling, Hexagon Grid",Wargames
Lorenzo il Magnifico,2.0,4.0,120.0,12.0,9140.0,7.89,3.28,11494.0,Strategy Games,True,7.51,Renaissance,Contracts,49.95,0.8,True,2016.0,8.0,1436.75,203993.0,96,"Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",Strategy Games
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1.0,8.0,120.0,13.0,17236.0,7.73,2.68,32905.0,Thematic Games,True,7.4,Deduction,Cooperative Game,110.0,0.52,True,1982.0,42.0,783.45,2511.0,97,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
Dominion,2.0,4.0,30.0,13.0,78089.0,7.62,2.36,101839.0,Strategy Games,True,7.48,Card Game,"Deck, Bag, and Pool Building",27.95,0.77,True,2008.0,16.0,6364.94,36218.0,98,"Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That, Variable Set-up",Strategy Games
Pandemic,2.0,4.0,45.0,8.0,102214.0,7.61,2.41,155312.0,Family Games,True,7.43,Medical,Action Points,23.5,0.66,True,2008.0,16.0,9707.0,30549.0,99,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers","Family Games, Strategy Games"
Pandemic: Iberia,2.0,5.0,45.0,8.0,8359.0,7.92,2.58,14808.0,Strategy Games,True,7.45,Medical,Action Points,75.0,0.56,True,2016.0,8.0,1851.0,198928.0,100,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",Strategy Games
Champions of Midgard,2.0,4.0,90.0,10.0,13345.0,7.77,2.59,19380.0,Strategy Games,True,7.44,Adventure,Dice Rolling,88.0,0.69,True,2015.0,9.0,2153.33,172287.0,101,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",Strategy Games
Decrypto,3.0,8.0,45.0,12.0,11690.0,7.79,1.83,18890.0,Party Games,True,7.54,Deduction,Communication Limits,30.0,0.62,True,2018.0,6.0,3148.33,225694.0,102,"Communication Limits, Targeted Clues, Team-Based Game",Party Games
Kemet,2.0,5.0,120.0,13.0,16277.0,7.72,3.01,18747.0,Strategy Games,True,7.4,Ancient,Action Points,41.95,0.87,True,2012.0,12.0,1562.25,127023.0,103,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Card Play Conflict Resolution, Hand Management",Strategy Games
Yokohama,2.0,4.0,90.0,14.0,8865.0,7.85,3.27,12088.0,Strategy Games,True,7.44,Economic,Contracts,90.0,0.73,True,2016.0,8.0,1511.0,196340.0,104,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Clank! In! Space!: A Deck-Building Adventure,2.0,4.0,90.0,12.0,9188.0,7.86,2.54,13715.0,Strategy Games,True,7.46,Science Fiction,"Deck, Bag, and Pool Building",90.0,0.67,True,2017.0,7.0,1959.29,233371.0,105,"Card Drafting, Deck Bag and Pool Building, Modular Board, Pick-up and Deliver, Player Elimination, Point to Point Movement, Push Your Luck",Strategy Games
Forbidden Stars,2.0,4.0,180.0,14.0,7516.0,7.97,3.83,11900.0,Strategy Games,True,7.45,Bluffing,Area Majority / Influence,64.95,0.63,True,2015.0,9.0,1322.22,175155.0,106,"Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Dice Rolling, Hand Management, Modular Board, Order Counters, Variable Player Powers",Strategy Games
Inis,2.0,4.0,90.0,14.0,12665.0,7.8,2.88,16477.0,Strategy Games,True,7.54,Card Game,Area Majority / Influence,100.0,0.77,True,2016.0,8.0,2059.62,155821.0,107,"Action Drafting, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting, Hand Management, King of the Hill, Map Addition, Modular Board, Variable Phase Order, Variable Set-up",Strategy Games
The Isle of Cats,1.0,4.0,90.0,8.0,6450.0,8.04,2.32,12360.0,Family Games,True,7.43,Animals,Closed Drafting,51.99,0.52,True,2019.0,5.0,2472.0,281259.0,108,"Card Drafting, Drafting, Grid Coverage, Hidden Victory Points, Income, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based","Family Games, Strategy Games"
Star Wars: X-Wing Miniatures Game,2.0,2.0,45.0,14.0,23061.0,7.69,2.49,38018.0,Customizable Games,True,7.39,Aviation / Flight,Action Queue,25.95,0.61,True,2012.0,12.0,3168.17,103885.0,109,"Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Player Elimination, Simulation, Simultaneous Action Selection, Variable Player Powers","Customizable Games, Wargames"
Alchemists,2.0,4.0,120.0,13.0,18250.0,7.67,3.9,23577.0,Strategy Games,True,7.42,Deduction,Action Drafting,30.0,0.77,True,2014.0,10.0,2357.7,161970.0,110,"Action Drafting, Card Drafting, Constrained Bidding, End Game Bonuses, Events, Hand Management, Turn Order: Progressive",Strategy Games
Stone Age,2.0,4.0,90.0,10.0,44975.0,7.57,2.48,47743.0,Family Games,True,7.4,Dice,Contracts,31.99,0.94,True,2008.0,16.0,2983.94,34635.0,111,"Contracts, Dice Rolling, End Game Bonuses, Set Collection, Turn Order: Progressive, Worker Placement","Family Games, Strategy Games"
Legendary Encounters: An Alien Deck Building Game,1.0,5.0,60.0,17.0,11251.0,7.79,2.7,16119.0,Thematic Games,True,7.39,Card Game,Cooperative Game,80.0,0.7,True,2014.0,10.0,1611.9,146652.0,112,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Events, Hidden Roles, Player Elimination, Solo / Solitaire Game, Team-Based Game, Variable Player Powers",Thematic Games
Vinhos Deluxe Edition,1.0,4.0,135.0,14.0,4245.0,8.21,4.05,7957.0,Strategy Games,True,7.46,Economic,Area Majority / Influence,79.9,0.53,True,2016.0,8.0,994.62,175640.0,113,"Area Majority / Influence, Variable Phase Order, Worker Placement",Strategy Games
Endeavor: Age of Sail,2.0,5.0,90.0,13.0,6265.0,8.02,2.8,8879.0,Strategy Games,True,7.4,Exploration,Area Majority / Influence,114.0,0.71,True,2018.0,6.0,1479.83,233398.0,114,"Area Majority / Influence, Card Drafting, Point to Point Movement, Set Collection, Tech Trees / Tech Tracks",Strategy Games
Star Realms,2.0,2.0,20.0,12.0,35947.0,7.58,1.94,52271.0,Strategy Games,True,7.41,Card Game,"Deck, Bag, and Pool Building",28.0,0.69,True,2014.0,10.0,5227.1,147020.0,115,"Card Drafting, Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That",Strategy Games
Descent: Journeys in the Dark (Second Edition),1.0,5.0,120.0,14.0,22715.0,7.69,3.2,35659.0,Thematic Games,True,7.34,Adventure,Action Points,49.95,0.64,True,2012.0,12.0,2971.58,104162.0,116,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Movement Points, Multiple Maps, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",Thematic Games
Cartographers,1.0,100.0,45.0,10.0,10754.0,7.76,1.91,19320.0,Family Games,True,7.42,Fantasy,Bingo,25.0,0.56,True,2019.0,5.0,3864.0,263918.0,117,"Bingo, Grid Coverage, Line Drawing, Paper-and-Pencil, Solo / Solitaire Game",Family Games
Res Arcana,2.0,4.0,60.0,12.0,9719.0,7.8,2.59,13790.0,Strategy Games,True,7.42,Card Game,Hand Management,37.99,0.7,True,2019.0,5.0,2758.0,262712.0,118,"Card Drafting, Hand Management, Race, Take That, Turn Order: Pass Order, Variable Player Powers",Strategy Games
Age of Steam,1.0,6.0,120.0,13.0,8871.0,7.78,3.9,9636.0,Strategy Games,True,7.48,Economic,Auction/Bidding,41.0,0.92,True,2002.0,22.0,438.0,4098.0,119,"Auction/Bidding, Catch the Leader, Connections, Dice Rolling, Loans, Network and Route Building, Pick-up and Deliver, Player Elimination, Scenario / Mission / Campaign Game, Selection Order Bid, Tile Placement, Turn Order: Auction, Victory Points as a Resource",Strategy Games
Istanbul,2.0,5.0,60.0,10.0,25234.0,7.58,2.58,30353.0,Strategy Games,True,7.39,Economic,Contracts,32.99,0.83,True,2014.0,10.0,3035.3,148949.0,120,"Contracts, Dice Rolling, Grid Movement, Modular Board, Network and Route Building, Pick-up and Deliver, Race, Variable Set-up, Worker Placement",Strategy Games
Ticket to Ride: Europe,2.0,5.0,60.0,8.0,58608.0,7.55,1.94,83075.0,Family Games,True,7.4,Trains,Connections,29.0,0.71,True,2005.0,19.0,4372.37,14996.0,121,"Card Drafting, Connections, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection",Family Games
Dead of Winter: A Crossroads Game,2.0,5.0,120.0,13.0,39287.0,7.57,3.02,53328.0,Thematic Games,True,7.3,Bluffing,Action Points,42.95,0.74,True,2014.0,10.0,5332.8,150376.0,122,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Semi-Cooperative Game, Storytelling, Trading, Traitor Game, Variable Player Powers, Voting",Thematic Games
Targi,2.0,2.0,60.0,12.0,14592.0,7.64,2.35,22524.0,Strategy Games,True,7.42,Arabian,End Game Bonuses,14.95,0.65,True,2012.0,12.0,1877.0,118048.0,123,"End Game Bonuses, Modular Board, Set Collection, Turn Order: Progressive, Worker Placement",Strategy Games
War of the Ring,2.0,4.0,120.0,12.0,9935.0,7.77,3.85,12793.0,Thematic Games,True,7.36,Adventure,Action Points,48.95,0.78,True,2004.0,20.0,639.65,9609.0,124,"Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",Thematic Games
War of the Ring,2.0,4.0,120.0,12.0,9935.0,7.77,3.85,12793.0,Thematic Games,True,7.36,Adventure,Action Points,48.95,0.78,True,2004.0,20.0,639.65,2228.0,2962,"Area Majority / Influence, Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Variable Player Powers",Wargames
War of the Ring,2.0,4.0,120.0,12.0,9935.0,7.77,3.85,12793.0,Thematic Games,True,7.36,Adventure,Action Points,48.95,0.78,True,2004.0,20.0,639.65,42131.0,6770,"Dice Rolling, Line of Sight, Measurement Movement",Wargames
